[SRM] Código da operação,variavel_target,Total do Contrato (Bruto),Nota da Clínica,Capacidade Idade,Capital Endividamento,Serasa Score,Carater Acoes_Judiciais_Cheques_Sustados_e_PIE,Carater Percentual_de_divida_vencida_total,Carater Quantidade_de_restricoes_comerciais,Serasa Quantidade de protestos,VTM Valor total,Taxa de Juros,Total do Contrato (Bruto)/renda utilizada
1176920.0,0,7255.0,1.0,61,45,771.0,0.0,0,0.0,0.0,4813.0,3.0,2.874405705229794
1173171.0,0,6523.0,1.0,45,12,563.0,0.0,0,0.0,0.0,3933.0,4.0,2.8824569155987625
1175199.0,0,1586.0,1.0,60,0,685.0,0.0,0,0.0,0.0,4878.0,4.0,0.5729768786127167
1191155.0,0,2324.0,2.0,60,0,993.0,0.0,0,0.0,0.0,6681.0,3.0,0.7587332680378713
1180097.0,0,4191.0,0.0,37,98,534.0,0.0,0,1.0,1.0,7885.0,4.0,0.8380323935212958
1177366.0,0,2443.0,2.0,45,219,697.0,0.0,0,0.0,0.0,3335.0,4.0,1.09995497523638
1176896.0,0,2902.0,2.0,61,0,825.0,0.0,0,0.0,0.0,10000.0,4.0,0.43462632918975586
1194955.0,0,2312.0,2.0,62,0,598.0,0.0,0,0.0,0.0,5280.0,4.0,0.775058665772712
1186149.0,0,2764.0,0.0,21,92,676.0,0.0,4,0.0,0.0,1805.0,4.0,1.5355555555555556
1183901.0,1,4475.0,1.0,63,42,550.0,0.0,0,1.0,1.0,2896.0,4.0,1.9644424934152767
1187322.0,0,2931.0,2.0,66,65,888.0,0.0,0,0.0,0.0,3758.0,4.0,1.351313969571231
1184835.0,0,10438.0,0.0,67,28,876.0,0.0,0,0.0,0.0,6694.0,4.0,3.141137526331628
1183982.0,0,3440.0,1.0,57,44,511.0,0.0,0,0.0,0.0,6344.0,4.0,1.0896420652518213
1194959.0,1,4380.0,2.0,36,38,756.0,0.0,0,0.0,0.0,7768.0,3.0,1.2372881355932204
1183827.0,0,15445.0,0.0,66,29,858.0,0.0,0,0.0,0.0,10000.0,3.0,1.610028145522777
1178360.0,0,10040.0,0.0,44,70,702.0,0.0,16,0.0,0.0,6575.0,3.0,2.95903330386089
1281402.0,0,3674.0,2.0,35,8,790.0,0.0,0,0.0,0.0,2032.0,5.0,2.0479375696767
1183835.0,0,6207.0,0.0,57,18,908.0,0.0,0,0.0,0.0,9361.0,3.0,1.4642604387827318
1178398.0,0,2304.0,0.0,30,50,636.0,0.0,0,0.0,0.0,4977.0,3.0,0.7739334900906953
1181510.0,1,1554.0,2.0,60,8,789.0,0.0,0,0.0,0.0,6312.0,4.0,0.4945894334818587
1179953.0,0,1291.0,1.0,56,25,669.0,0.0,0,0.0,0.0,7346.0,4.0,0.31587961830193295
1180978.0,0,1389.0,1.0,37,175,754.0,0.0,0,0.0,0.0,8319.0,4.0,0.3014322916666667
1227355.0,0,4628.0,1.0,39,149,803.0,0.0,0,0.0,0.0,5995.0,3.0,1.4895397489539748
1188165.0,0,2687.0,2.0,60,1,551.0,0.0,97,0.0,0.0,3492.0,4.0,1.1601899827288429
1310339.0,0,1811.0,2.0,32,0,627.0,0.0,0,0.0,0.0,1316.0,5.0,1.2146210596914822
1377931.0,0,4395.0,2.0,42,0,688.0,0.0,0,0.0,0.0,2721.0,5.0,2.835483870967742
1272638.0,0,8389.0,1.0,47,18,541.0,0.0,0,1.0,0.0,5559.0,3.0,2.175570539419087
1182100.0,0,7617.0,0.0,53,30,561.0,0.0,0,0.0,0.0,5693.0,3.0,2.575050709939148
1182576.0,0,5820.0,1.0,30,69,672.0,0.0,0,0.0,0.0,9917.0,4.0,1.065543756865617
1183889.0,0,8586.0,2.0,42,87,797.0,0.0,0,0.0,0.0,8896.0,4.0,1.7465419039869814
1184291.0,0,3513.0,2.0,36,157,929.0,0.0,0,0.0,0.0,6967.0,4.0,1.0173761946133797
1194740.0,0,7556.0,1.0,34,24,731.0,0.0,0,0.0,0.0,7624.0,4.0,1.7837582625118036
1183961.0,1,3457.0,0.0,29,136,542.0,0.0,0,0.0,0.0,3380.0,3.0,1.6652215799614642
1186139.0,0,1764.0,1.0,54,27,747.0,0.0,0,0.0,0.0,4163.0,4.0,0.6471019809244314
1184693.0,1,3964.0,0.0,58,0,808.0,0.0,0,0.0,0.0,10000.0,4.0,0.7241505297771282
1281061.0,0,1567.0,2.0,55,13,719.0,0.0,0,0.0,0.0,1779.0,5.0,0.979375
1187374.0,0,6494.0,1.0,41,26,685.0,0.0,0,0.0,0.0,4010.0,4.0,2.818576388888889
1188191.0,1,15561.0,1.0,34,110,749.0,0.0,0,0.0,0.0,10000.0,3.0,1.3224271267102914
1198620.0,0,1603.0,0.0,67,0,844.0,0.0,0,0.0,0.0,6440.0,4.0,0.5004683109584764
1353107.0,0,1795.0,2.0,48,20,867.0,0.0,0,0.0,0.0,5471.0,4.0,0.5818476499189628
1184498.0,0,2000.0,1.0,34,5,499.0,0.0,0,0.0,0.0,7844.0,4.0,0.5167958656330749
1184912.0,0,4864.0,0.0,59,170,671.0,0.0,0,0.0,0.0,10000.0,3.0,0.8472391569412995
1186437.0,0,4531.0,0.0,48,0,546.0,0.0,0,1.0,0.0,5132.0,3.0,1.2674125874125874
1186266.0,0,5110.0,0.0,50,26,780.0,0.0,0,0.0,0.0,3266.0,3.0,2.541024365987071
1196447.0,1,4314.0,1.0,45,0,502.0,0.0,0,0.0,0.0,4518.0,4.0,1.6753398058252427
1194498.0,1,3969.0,2.0,50,30,770.0,0.0,0,0.0,0.0,2540.0,3.0,2.1247323340471094
1188158.0,0,8968.0,0.0,63,47,815.0,0.0,0,0.0,0.0,9419.0,3.0,2.103189493433396
1188281.0,0,5896.0,1.0,57,0,587.0,0.0,0,0.0,0.0,9044.0,4.0,1.327927927927928
1188276.0,0,6603.0,2.0,38,38,830.0,0.0,0,0.0,0.0,10000.0,4.0,1.025151374010247
1191171.0,0,2197.0,2.0,24,14,648.0,0.0,0,0.0,0.0,1921.0,4.0,1.1563157894736842
1248650.0,0,3180.0,2.0,33,8,525.0,0.0,0,0.0,0.0,1875.0,4.0,2.0516129032258066
1226058.0,0,10297.0,0.0,42,42,627.0,0.0,0,0.0,0.0,10000.0,3.0,0.9028496273564226
1196504.0,0,3615.0,1.0,50,8,784.0,0.0,0,0.0,0.0,3197.0,4.0,1.6924157303370786
1197405.0,1,4835.0,2.0,62,118,634.0,0.0,0,0.0,0.0,3051.0,4.0,2.361993160723009
1203993.0,0,2981.0,2.0,47,53,622.0,0.0,0,0.0,0.0,1805.0,4.0,1.656111111111111
1206021.0,1,11851.0,2.0,29,133,803.0,0.0,1,0.0,0.0,8000.0,4.0,1.0658332583865455
1204094.0,1,1203.0,2.0,37,0,520.0,0.0,0,1.0,0.0,3470.0,4.0,0.5223621363438993
1197344.0,0,5477.0,0.0,65,52,978.0,0.0,0,0.0,0.0,3511.0,3.0,2.547441860465116
1215660.0,0,2151.0,1.0,45,4,895.0,0.0,0,0.0,0.0,2948.0,4.0,0.9397116644823067
1203826.0,0,4870.0,0.0,61,42,992.0,0.0,0,0.0,0.0,10000.0,3.0,0.8833665880645747
1244508.0,1,3309.0,2.0,45,9,666.0,0.0,0,0.0,0.0,1945.0,4.0,2.068125
1197991.0,0,6241.0,0.0,63,7,567.0,0.0,0,0.0,0.0,10000.0,3.0,0.9188751472320377
1296170.0,1,5290.0,2.0,50,1,935.0,0.0,0,0.0,0.0,8000.0,5.0,0.5394106250637299
1444536.0,0,1025.0,2.0,56,35,554.0,0.0,0,0.0,0.0,1884.0,4.0,0.549009105516872
1198369.0,0,10398.0,1.0,67,0,676.0,0.0,0,0.0,0.0,6523.0,4.0,3.207279457125231
1220409.0,0,7337.0,0.0,45,13,648.0,0.0,0,0.0,0.0,5245.0,3.0,2.680672268907563
1198400.0,1,9016.0,0.0,67,58,598.0,0.0,0,0.0,0.0,10000.0,3.0,1.5587828492392808
1213738.0,0,1949.0,2.0,47,18,619.0,0.0,0,0.0,0.0,6070.0,4.0,0.5723935389133628
1202850.0,1,6929.0,2.0,36,105,860.0,0.0,0,0.0,0.0,10000.0,4.0,1.1764006791171477
1201366.0,0,10907.0,0.0,55,16,818.0,0.0,0,0.0,0.0,7679.0,3.0,3.115395601256784
1198475.0,0,2727.0,0.0,54,1,740.0,0.0,0,0.0,0.0,5053.0,3.0,1.0321725965177895
1376642.0,1,4212.0,2.0,57,40,462.0,0.0,0,1.0,0.0,2397.0,8.0,1.9232876712328768
1214103.0,0,1766.0,2.0,40,0,504.0,0.0,0,0.0,0.0,10000.0,4.0,0.12976706591226395
1214706.0,0,4485.0,2.0,34,98,787.0,0.0,0,0.0,0.0,3090.0,4.0,2.165620473201352
1203766.0,0,5875.0,2.0,44,35,690.0,0.0,0,0.0,0.0,4409.0,4.0,2.0420576989920054
1206041.0,0,1024.0,2.0,53,0,511.0,0.0,0,0.0,0.0,5507.0,4.0,0.32989690721649484
1230395.0,0,2570.0,2.0,48,71,688.0,0.0,0,0.0,0.0,4897.0,4.0,0.9251259899208063
1213005.0,0,1439.0,2.0,51,66,620.0,0.0,0,0.0,0.0,2308.0,4.0,0.7744886975242196
1205991.0,0,3056.0,1.0,65,0,679.0,0.0,0,0.0,0.0,3989.0,4.0,1.3327518534670737
1253375.0,0,1817.0,1.0,60,46,839.0,0.0,0,0.0,0.0,3633.0,4.0,0.8644148430066603
1211237.0,1,2914.0,2.0,31,11,711.0,0.0,0,0.0,0.0,1768.0,4.0,1.6481900452488687
1212983.0,0,1446.0,0.0,46,15,645.0,0.0,0,0.0,0.0,1248.0,3.0,1.1833060556464812
1322662.0,0,848.0,2.0,38,0,550.0,0.0,0,1.0,0.0,547.0,5.0,0.5038621509209744
1207403.0,0,1633.0,2.0,64,17,627.0,0.0,1,0.0,0.0,3566.0,4.0,0.7900338655055636
1208048.0,0,2947.0,2.0,60,0,787.0,0.0,0,0.0,0.0,1805.0,4.0,1.9646666666666666
1209738.0,0,3132.0,0.0,51,88,572.0,0.0,0,0.0,0.0,2155.0,4.0,1.7897142857142858
1215549.0,1,3368.0,2.0,25,0,700.0,0.0,0,0.0,0.0,2015.0,4.0,2.041212121212121
1209927.0,0,3968.0,0.0,39,0,567.0,0.0,0,0.0,0.0,2572.0,3.0,2.0994708994708993
1228248.0,0,5135.0,1.0,55,0,550.0,0.0,0,0.0,0.0,7235.0,4.0,1.4339569952527227
1225667.0,0,5571.0,2.0,48,0,577.0,0.0,0,0.0,0.0,4418.0,4.0,2.208961141950833
1212337.0,0,1545.0,2.0,65,0,532.0,0.0,2,1.0,1.0,963.0,4.0,1.1444444444444444
1216350.0,1,1237.0,2.0,41,0,546.0,0.0,0,0.0,0.0,10000.0,4.0,0.18885496183206107
1234148.0,0,2865.0,2.0,65,0,527.0,0.0,0,0.0,0.0,1780.0,4.0,1.9331983805668016
1212323.0,0,5984.0,2.0,37,0,523.0,0.0,0,0.0,0.0,10000.0,4.0,0.44165621079046424
1218604.0,0,1552.0,2.0,23,0,518.0,0.0,0,0.0,0.0,1805.0,4.0,1.0346666666666666
1212325.0,0,2118.0,0.0,49,0,768.0,0.0,0,0.0,0.0,8376.0,3.0,0.5563435776201734
1215483.0,0,9205.0,0.0,58,0,582.0,0.0,0,0.0,0.0,6097.0,3.0,2.915742793791574
1324943.0,1,6835.0,2.0,47,0,546.0,0.0,0,0.0,0.0,5404.0,4.0,2.241718596261069
1212956.0,1,3286.0,1.0,45,0,497.0,0.0,0,0.0,0.0,2085.0,4.0,1.9329411764705882
1218903.0,1,4047.0,2.0,46,0,532.0,0.0,0,0.0,0.0,4853.0,4.0,1.4689655172413794
1224967.0,0,2890.0,1.0,43,0,744.0,0.0,0,0.0,0.0,4934.0,4.0,1.032880629020729
1218771.0,1,11117.0,2.0,52,0,550.0,0.0,0,1.0,1.0,6506.0,4.0,2.673641173641174
1234155.0,0,8517.0,2.0,39,0,542.0,0.0,0,0.0,0.0,5326.0,4.0,2.8323910874625873
1220176.0,1,9568.0,2.0,47,0,475.0,0.0,0,0.0,0.0,6158.0,4.0,3.1176278918214404
1215187.0,0,3328.0,2.0,40,0,518.0,0.0,0,0.0,0.0,2155.0,4.0,1.9017142857142857
1225051.0,0,997.0,1.0,43,0,624.0,0.0,0,0.0,0.0,2413.0,4.0,0.5157785825142266
1213182.0,1,8369.0,1.0,55,0,844.0,0.0,0,0.0,0.0,9888.0,4.0,1.7284180090871542
1216077.0,0,2271.0,2.0,65,0,563.0,0.0,1,0.0,0.0,2470.0,4.0,1.1504559270516717
1213706.0,0,6346.0,0.0,45,0,550.0,0.0,0,1.0,1.0,3954.0,4.0,2.0930079155672825
1213860.0,1,1711.0,1.0,63,0,550.0,0.0,0,1.0,0.0,3320.0,4.0,0.6631782945736434
1214065.0,1,9329.0,0.0,48,0,862.0,0.0,0,0.0,0.0,9196.0,3.0,2.2387808975281978
1214478.0,0,1425.0,2.0,44,0,660.0,0.0,0,0.0,0.0,4701.0,4.0,0.5331088664421998
1244620.0,1,2478.0,1.0,67,24,550.0,0.0,0,1.0,1.0,6524.0,4.0,0.6792763157894737
1215582.0,0,8163.0,2.0,59,0,478.0,0.0,0,0.0,0.0,6344.0,4.0,2.585682610072854
1215621.0,0,2701.0,2.0,54,0,827.0,0.0,0,0.0,0.0,2159.0,4.0,1.5416666666666667
1218986.0,0,2675.0,2.0,54,0,813.0,0.0,0,0.0,0.0,8000.0,4.0,0.4632836854866644
1233707.0,0,7206.0,2.0,55,0,541.0,0.0,0,0.0,0.0,8000.0,4.0,1.0792271978433428
1216081.0,0,4976.0,2.0,64,0,893.0,0.0,0,0.0,0.0,4196.0,4.0,2.0707449022055764
1225001.0,0,10730.0,2.0,52,0,865.0,0.0,0,0.0,0.0,6527.0,4.0,3.3076448828606657
1368408.0,1,4304.0,2.0,43,0,782.0,0.0,0,0.0,0.0,4949.0,4.0,1.533856022808268
1225917.0,0,7789.0,2.0,54,79,523.0,0.0,0,0.0,0.0,6058.0,4.0,2.5782853359814633
1225668.0,0,3272.0,2.0,43,0,550.0,0.0,0,1.0,0.0,9318.0,4.0,0.7159737417943107
1218688.0,0,8353.0,0.0,60,0,702.0,0.0,0,0.0,0.0,6955.0,3.0,2.624253848570531
1221793.0,0,4046.0,2.0,44,0,546.0,0.0,0,0.0,0.0,6107.0,4.0,1.328735632183908
1223425.0,0,11159.0,2.0,55,44,874.0,0.0,0,0.0,0.0,12000.0,3.0,2.41171385346877
1225918.0,1,2859.0,1.0,45,28,657.0,0.0,0,0.0,0.0,1746.0,4.0,1.6337142857142857
1225974.0,1,4308.0,2.0,29,71,527.0,0.0,0,1.0,0.0,2647.0,4.0,2.0514285714285716
1226419.0,1,2619.0,2.0,29,124,521.0,0.0,0,0.0,0.0,3975.0,4.0,1.1461706783369803
1224765.0,0,1901.0,1.0,36,25,535.0,0.0,0,1.0,0.0,2591.0,4.0,0.7690129449838188
1221611.0,0,3001.0,2.0,61,16,660.0,0.0,0,0.0,0.0,6319.0,4.0,0.8482193329564726
1278919.0,0,2486.0,2.0,51,34,770.0,0.0,0,0.0,0.0,4170.0,5.0,0.9635658914728682
1222468.0,0,1552.0,2.0,60,4,556.0,0.0,0,0.0,0.0,2270.0,4.0,0.8471615720524017
1222648.0,0,2190.0,2.0,50,13,550.0,0.0,0,0.0,0.0,6289.0,4.0,0.6307603686635944
1230494.0,0,10668.0,0.0,58,37,550.0,0.0,0,1.0,1.0,7688.0,3.0,3.0436519258202566
1243605.0,0,3066.0,2.0,26,16,525.0,0.0,0,0.0,0.0,1805.0,4.0,1.7033333333333334
1526610.0,0,1691.0,1.0,54,0,516.0,0.0,0,0.0,0.0,6344.0,4.0,0.5356350966107064
1227361.0,0,3073.0,1.0,47,0,492.0,0.0,100,0.0,0.0,2015.0,4.0,1.552020202020202
1241088.0,1,1258.0,2.0,38,73,797.0,0.0,0,0.0,0.0,1904.0,4.0,0.3938634940513463
1226647.0,0,7316.0,0.0,65,19,1000.0,0.0,0,0.0,0.0,10000.0,3.0,1.5337526205450733
1226505.0,0,3098.0,2.0,53,0,554.0,0.0,0,0.0,0.0,2035.0,4.0,1.5521042084168337
1240958.0,0,2756.0,2.0,54,0,738.0,0.0,0,0.0,0.0,6875.0,4.0,0.8084482252860077
1235107.0,0,3350.0,1.0,40,43,511.0,0.0,0,0.0,0.0,2085.0,4.0,1.9705882352941178
1227336.0,0,1754.0,2.0,64,50,844.0,0.0,0,0.0,0.0,10000.0,4.0,0.23051649362596924
1248120.0,0,8409.0,0.0,46,75,926.0,0.0,0,0.0,0.0,3756.0,3.0,4.425789473684211
1226213.0,1,9856.0,1.0,33,42,626.0,0.0,0,0.0,0.0,7688.0,4.0,2.291027429102743
1227356.0,1,2333.0,1.0,50,9,672.0,0.0,50,0.0,0.0,1454.0,4.0,1.5553333333333332
1227359.0,0,3199.0,2.0,36,36,641.0,0.0,0,0.0,0.0,2015.0,4.0,1.9387878787878787
1281119.0,0,3043.0,2.0,26,4,728.0,0.0,0,0.0,0.0,1714.0,5.0,1.9632258064516128
1227732.0,0,6264.0,1.0,62,28,678.0,0.0,0,0.0,0.0,10000.0,4.0,0.7054848518977362
1226352.0,1,2787.0,2.0,65,0,645.0,0.0,0,0.0,0.0,1780.0,4.0,1.8805668016194332
1227450.0,0,1883.0,2.0,22,0,567.0,0.0,0,0.0,0.0,1454.0,4.0,1.2553333333333334
1226655.0,0,4253.0,0.0,44,73,622.0,0.0,0,0.0,0.0,5485.0,3.0,1.4896672504378283
1281063.0,0,3128.0,2.0,30,42,811.0,0.0,0,0.0,0.0,2225.0,4.0,1.7377777777777779
1234153.0,0,3693.0,2.0,62,28,757.0,0.0,0,0.0,0.0,2315.0,4.0,1.9822866344605474
1226862.0,0,3581.0,0.0,49,27,974.0,0.0,0,0.0,0.0,10000.0,3.0,0.4527753192565432
1230436.0,0,5760.0,2.0,55,61,863.0,0.0,0,0.0,0.0,3009.0,3.0,3.7161290322580647
1232901.0,0,8176.0,1.0,55,60,603.0,0.0,0,0.0,0.0,8710.0,4.0,1.9093881363848668
1232848.0,1,1562.0,2.0,31,0,612.0,0.0,0,0.0,0.0,1734.0,4.0,1.0772413793103448
1230460.0,1,2517.0,2.0,33,0,501.0,0.0,0,0.0,0.0,1571.0,4.0,1.573125
1299533.0,1,3343.0,2.0,41,41,659.0,0.0,0,0.0,0.0,2347.0,4.0,1.7725344644750796
1227689.0,0,5730.0,1.0,65,0,598.0,0.0,0,0.0,0.0,3928.0,3.0,2.7455678006708193
1231260.0,1,6271.0,2.0,44,23,541.0,0.0,0,1.0,0.0,3927.0,4.0,2.0813143046797213
1227315.0,1,2186.0,2.0,19,14,580.0,0.0,0,0.0,0.0,1337.0,4.0,1.5614285714285714
1234152.0,0,6413.0,2.0,42,7,738.0,0.0,0,0.0,0.0,8000.0,4.0,1.4424201529464686
1341825.0,1,3656.0,0.0,58,0,716.0,0.0,0,0.0,0.0,1824.0,3.0,2.6170365068002863
1233109.0,0,9538.0,0.0,62,0,608.0,0.0,0,0.0,0.0,7090.0,3.0,2.9420111042566317
1227885.0,0,6941.0,0.0,68,0,550.0,0.0,0,1.0,0.0,4562.0,3.0,2.8920833333333333
1228101.0,0,8374.0,1.0,55,0,509.0,0.0,0,0.0,0.0,6344.0,4.0,2.652518213493823
1230590.0,1,5102.0,2.0,63,31,639.0,0.0,0,0.0,0.0,3009.0,3.0,3.2916129032258064
1233001.0,1,3132.0,2.0,37,0,700.0,0.0,0,0.0,0.0,2077.0,4.0,1.8488783943329399
1254662.0,0,3447.0,1.0,33,0,719.0,0.0,18,0.0,0.0,2155.0,4.0,1.9697142857142858
1230734.0,0,3320.0,1.0,37,42,636.0,0.0,0,0.0,0.0,2015.0,4.0,2.012121212121212
1232655.0,0,2235.0,2.0,23,0,525.0,0.0,0,0.0,0.0,1337.0,4.0,1.5964285714285715
1231419.0,0,2727.0,2.0,47,14,744.0,0.0,0,0.0,0.0,2207.0,3.0,1.6527272727272728
1231262.0,0,4450.0,2.0,59,31,550.0,0.0,0,1.0,0.0,8000.0,4.0,0.9524828767123288
1234146.0,1,3068.0,2.0,64,52,851.0,0.0,2,0.0,0.0,1875.0,4.0,1.9793548387096773
1230513.0,0,6135.0,0.0,65,61,550.0,0.0,0,1.0,1.0,3932.0,3.0,2.202872531418312
1240024.0,1,6887.0,2.0,52,2,534.0,0.0,0,0.0,0.0,6234.0,4.0,2.218035426731079
1234140.0,0,1673.0,2.0,58,53,962.0,0.0,4,0.0,0.0,5569.0,3.0,0.48199366176894265
1230589.0,0,6423.0,1.0,63,34,896.0,0.0,0,0.0,0.0,6037.0,3.0,2.782928942807626
1234147.0,1,2725.0,2.0,51,47,546.0,0.0,1,0.0,0.0,3648.0,4.0,1.2914691943127963
1248097.0,0,1836.0,2.0,32,42,547.0,0.0,0,0.0,0.0,1272.0,4.0,1.1127272727272728
1232823.0,0,3515.0,2.0,30,36,744.0,0.0,0,0.0,0.0,2248.0,4.0,1.9355726872246697
1292723.0,0,2202.0,2.0,23,0,506.0,0.0,0,0.0,0.0,1382.0,4.0,1.5312934631432544
1232560.0,0,2354.0,2.0,55,0,534.0,0.0,0,0.0,0.0,1512.0,4.0,1.518709677419355
1230547.0,0,3049.0,0.0,47,3,492.0,0.0,0,0.0,0.0,1979.0,3.0,2.0326666666666666
1230504.0,0,2510.0,0.0,41,0,733.0,0.0,0,0.0,0.0,7014.0,3.0,0.7821751324400125
1234143.0,1,2877.0,2.0,27,0,612.0,0.0,0,0.0,0.0,2362.0,4.0,1.5166051660516606
1234141.0,0,9435.0,2.0,43,33,695.0,0.0,0,0.0,0.0,6150.0,4.0,3.0783034257748776
1255758.0,0,3506.0,1.0,44,62,784.0,0.0,0,0.0,0.0,3734.0,4.0,1.6261595547309833
1232996.0,0,1608.0,2.0,38,0,546.0,0.0,0,0.0,0.0,1912.0,3.0,0.9209621993127147
1231068.0,0,2847.0,0.0,36,11,574.0,0.0,0,0.0,0.0,1853.0,3.0,1.6747058823529413
1244548.0,0,8456.0,2.0,45,0,546.0,0.0,0,0.0,0.0,8000.0,4.0,1.2792738275340394
1233595.0,1,4173.0,2.0,51,2,516.0,0.0,0,0.0,0.0,6232.0,4.0,1.3443943298969072
1231263.0,0,3049.0,0.0,23,0,518.0,0.0,0,0.0,0.0,1979.0,3.0,2.0326666666666666
1244543.0,0,4322.0,0.0,33,36,550.0,0.0,0,1.0,1.0,2613.0,4.0,2.081888246628131
1253483.0,0,2163.0,1.0,21,27,646.0,0.0,0,0.0,0.0,1337.0,4.0,1.545
1232574.0,0,3393.0,0.0,64,52,550.0,0.0,0,1.0,0.0,2283.0,3.0,1.9958823529411764
1233562.0,0,3986.0,2.0,46,8,737.0,0.0,0,0.0,0.0,2428.0,4.0,2.0504115226337447
1232700.0,0,6311.0,2.0,58,0,542.0,0.0,0,0.0,0.0,5606.0,4.0,1.9990497307570478
1232716.0,0,2911.0,0.0,51,55,450.0,0.0,0,2.0,2.0,2283.0,3.0,1.7123529411764706
1234139.0,0,1061.0,2.0,58,25,657.0,0.0,0,0.0,0.0,1518.0,4.0,0.6827541827541828
1233113.0,0,3887.0,2.0,48,0,660.0,0.0,0,0.0,0.0,8000.0,4.0,0.2558583464981569
1235161.0,1,3019.0,1.0,50,4,653.0,0.0,45,0.0,0.0,4451.0,4.0,1.040317022742936
1232909.0,1,5921.0,1.0,46,17,624.0,0.0,0,0.0,0.0,3650.0,4.0,2.804831833254382
1232976.0,0,3188.0,1.0,69,28,818.0,0.0,0,0.0,0.0,1945.0,4.0,1.9925
1233153.0,0,2564.0,2.0,34,29,686.0,0.0,0,0.0,0.0,1543.0,4.0,1.6269035532994924
1279905.0,0,1237.0,1.0,44,0,863.0,0.0,0,0.0,0.0,7849.0,4.0,0.3194731404958678
1234113.0,1,3728.0,2.0,41,65,792.0,0.0,0,0.0,0.0,2870.0,4.0,1.8149951314508277
1233493.0,0,7325.0,0.0,54,65,893.0,0.0,0,0.0,0.0,12000.0,3.0,1.735781990521327
1262074.0,1,3854.0,2.0,58,0,508.0,0.0,0,0.0,0.0,5519.0,4.0,1.2388299582127933
1233802.0,0,3076.0,2.0,60,0,646.0,0.0,0,0.0,0.0,1805.0,4.0,2.050666666666667
1234577.0,1,1535.0,2.0,36,23,509.0,0.0,0,0.0,0.0,1512.0,4.0,0.9903225806451613
1264975.0,0,9310.0,1.0,51,62,600.0,0.0,0,0.0,0.0,5845.0,4.0,2.8940006216972334
1233392.0,0,3215.0,0.0,38,15,535.0,0.0,0,0.0,0.0,2055.0,3.0,2.074193548387097
1241501.0,0,2739.0,2.0,29,20,820.0,0.0,0,0.0,0.0,3514.0,4.0,1.1755364806866953
1233414.0,1,3715.0,2.0,45,5,855.0,0.0,0,0.0,0.0,2220.0,4.0,2.068485523385301
1242025.0,0,2077.0,2.0,20,20,553.0,0.0,0,0.0,0.0,1337.0,4.0,1.4835714285714285
1233483.0,0,2299.0,2.0,40,42,550.0,0.0,0,0.0,0.0,2144.0,4.0,1.3197474167623422
1236900.0,0,2180.0,2.0,20,4,580.0,0.0,0,0.0,0.0,1337.0,4.0,1.5571428571428572
1233564.0,1,2958.0,2.0,38,31,844.0,0.0,0,0.0,0.0,1724.0,4.0,2.0513176144244105
1233691.0,0,5858.0,2.0,43,5,740.0,0.0,0,0.0,0.0,3533.0,4.0,2.858955588091752
1233925.0,0,1885.0,2.0,20,20,711.0,0.0,0,0.0,0.0,1395.0,4.0,1.3
1237000.0,0,2342.0,2.0,20,0,490.0,0.0,0,0.0,0.0,1395.0,4.0,1.6151724137931034
1237549.0,0,2561.0,2.0,26,18,707.0,0.0,0,0.0,0.0,1629.0,4.0,1.552121212121212
1237005.0,0,2390.0,2.0,22,14,613.0,0.0,0,0.0,0.0,1395.0,4.0,1.6482758620689655
1234690.0,0,2824.0,0.0,66,42,587.0,0.0,6,0.0,0.0,1827.0,3.0,2.0171428571428573
1242017.0,1,3203.0,2.0,60,14,598.0,0.0,0,0.0,0.0,1945.0,4.0,2.001875
1236998.0,0,1370.0,2.0,26,0,542.0,0.0,0,0.0,0.0,1734.0,4.0,0.9448275862068966
1291081.0,0,1189.0,2.0,53,60,740.0,0.0,0,0.0,0.0,3116.0,3.0,0.743125
1269584.0,0,4181.0,2.0,41,64,523.0,0.0,0,1.0,0.0,2523.0,4.0,2.079065141720537
1248688.0,1,3063.0,2.0,37,0,676.0,0.0,0,0.0,0.0,1875.0,4.0,1.9761290322580645
1236896.0,0,3205.0,1.0,46,0,563.0,0.0,0,0.0,0.0,2085.0,4.0,1.8852941176470588
1239620.0,0,1143.0,2.0,25,43,726.0,0.0,0,0.0,0.0,1191.0,4.0,0.6927272727272727
1237141.0,0,4259.0,2.0,67,36,879.0,0.0,0,0.0,0.0,12000.0,3.0,0.5161798569870318
1236777.0,0,5845.0,1.0,40,0,752.0,0.0,0,0.0,0.0,3658.0,4.0,2.7635933806146573
1236845.0,0,3079.0,1.0,56,28,968.0,0.0,0,0.0,0.0,6323.0,4.0,0.9783921194788687
1236877.0,0,3077.0,2.0,40,0,744.0,0.0,100,0.0,0.0,1945.0,4.0,1.923125
1236953.0,0,3314.0,2.0,34,39,666.0,0.0,0,0.0,0.0,1938.0,4.0,2.07125
1236967.0,0,1088.0,2.0,51,75,501.0,0.0,0,0.0,0.0,778.0,4.0,0.3784347826086957
1237323.0,0,1088.0,2.0,46,0,513.0,0.0,0,1.0,0.0,734.0,4.0,0.5602471678681772
1243945.0,0,1612.0,1.0,37,5,550.0,0.0,0,1.0,0.0,987.0,4.0,0.8789531079607416
1237112.0,0,10261.0,2.0,39,0,613.0,0.0,0,0.0,0.0,7503.0,4.0,2.767259978425027
1250256.0,0,2177.0,2.0,47,0,530.0,0.0,0,0.0,0.0,5918.0,3.0,0.7093515803193222
